,centro,comunidad,especialidad,localidad,plazas
222,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,MEDICINA INTENSIVA,CÓRDOBA,3
223,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,MEDICINA INTERNA,CÓRDOBA,4
224,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,MEDICINA NUCLEAR,CÓRDOBA,1
225,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,NEFROLOGÍA,CÓRDOBA,2
226,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,NEUMOLOGÍA,CÓRDOBA,2
227,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,NEUROCIRUGÍA,CÓRDOBA,1
228,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,NEUROLOGÍA,CÓRDOBA,1
229,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,OFTALMOLOGÍA,CÓRDOBA,2
230,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,ONCOLOGÍA MÉDICA,CÓRDOBA,3
231,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,ONCOLOGÍA RADIOTERÁPICA,CÓRDOBA,1
232,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,OTORRINOLARINGOLOGÍA,CÓRDOBA,1
233,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,PSIQUIATRÍA,CÓRDOBA,4
234,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,RADIODIAGNÓSTICO,CÓRDOBA,4
235,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,REUMATOLOGÍA,CÓRDOBA,1
236,H. UNIVERSITARIO REINA SOFÍA,ANDALUCIA,UROLOGÍA,CÓRDOBA,2
237,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,ANATOMÍA PATOLÓGICA,GRANADA,1
238,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,ANESTESIOLOGÍA Y REANIMACIÓN,GRANADA,2
239,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,GRANADA,1
240,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,APARATO DIGESTIVO,GRANADA,2
241,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,GRANADA,4
242,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,GRANADA,2
243,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,GRANADA,2
244,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,ENDOCRINOLOGÍA Y NUTRICIÓN,GRANADA,1
245,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,MEDICINA INTENSIVA,GRANADA,1
246,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,MEDICINA INTERNA,GRANADA,3
247,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,MEDICINA NUCLEAR,GRANADA,1
248,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,NEFROLOGÍA,GRANADA,1
249,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,NEUMOLOGÍA,GRANADA,1
250,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,NEUROLOGÍA,GRANADA,1
251,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,OFTALMOLOGÍA,GRANADA,2
252,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,ONCOLOGÍA MÉDICA,GRANADA,1
253,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,ONCOLOGÍA RADIOTERÁPICA,GRANADA,1
254,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,OTORRINOLARINGOLOGÍA,GRANADA,2
255,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,RADIODIAGNÓSTICO,GRANADA,2
256,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,REUMATOLOGÍA,GRANADA,1
257,H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,UROLOGÍA,GRANADA,1
258,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,ANATOMÍA PATOLÓGICA,MÁLAGA,2
259,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,ANESTESIOLOGÍA Y REANIMACIÓN,MÁLAGA,2
260,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,APARATO DIGESTIVO,MÁLAGA,2
261,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,CARDIOLOGÍA,MÁLAGA,3
262,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,CIRUGÍA CARDIOVASCULAR,MÁLAGA,1
263,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MÁLAGA,2
264,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MÁLAGA,3
265,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,MÁLAGA,2
266,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,ENDOCRINOLOGÍA Y NUTRICIÓN,MÁLAGA,1
267,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,HEMATOLOGÍA Y HEMOTERAPIA,MÁLAGA,1
268,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,MEDICINA FÍSICA Y REHABILITACIÓN,MÁLAGA,1
269,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,MEDICINA INTENSIVA,MÁLAGA,1
270,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,MEDICINA INTERNA,MÁLAGA,2
271,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,MEDICINA NUCLEAR,MÁLAGA,1
272,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,NEUMOLOGÍA,MÁLAGA,1
273,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,NEUROLOGÍA,MÁLAGA,2
274,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,MÁLAGA,1
275,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,OFTALMOLOGÍA,MÁLAGA,2
276,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,ONCOLOGÍA MÉDICA,MÁLAGA,2
277,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,ONCOLOGÍA RADIOTERÁPICA,MÁLAGA,1
278,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,OTORRINOLARINGOLOGÍA,MÁLAGA,1
279,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,RADIODIAGNÓSTICO,MÁLAGA,3
280,H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,UROLOGÍA,MÁLAGA,1
281,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,ANATOMÍA PATOLÓGICA,GRANADA,1
282,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,ANESTESIOLOGÍA Y REANIMACIÓN,GRANADA,5
283,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,APARATO DIGESTIVO,GRANADA,2
284,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CARDIOLOGÍA,GRANADA,3
285,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA CARDIOVASCULAR,GRANADA,1
286,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,GRANADA,3
287,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA ORAL Y MAXILOFACIAL,GRANADA,1
288,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,GRANADA,3
289,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA PEDIÁTRICA,GRANADA,1
290,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,GRANADA,1
291,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,CIRUGÍA TORÁCICA,GRANADA,1
292,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,GRANADA,1
293,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,HEMATOLOGÍA Y HEMOTERAPIA,GRANADA,2
294,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,MEDICINA FÍSICA Y REHABILITACIÓN,GRANADA,2
295,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,MEDICINA INTENSIVA,GRANADA,3
296,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,MEDICINA INTERNA,GRANADA,3
297,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,MEDICINA NUCLEAR,GRANADA,1
298,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,NEFROLOGÍA,GRANADA,2
299,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,NEUMOLOGÍA,GRANADA,2
300,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,NEUROCIRUGÍA,GRANADA,1
301,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,NEUROFISIOLOGÍA CLÍNICA,GRANADA,1
302,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,NEUROLOGÍA,GRANADA,3
303,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,OFTALMOLOGÍA,GRANADA,2
304,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,ONCOLOGÍA MÉDICA,GRANADA,1
305,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,ONCOLOGÍA RADIOTERÁPICA,GRANADA,1
306,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,OTORRINOLARINGOLOGÍA,GRANADA,1
307,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,RADIODIAGNÓSTICO,GRANADA,3
308,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,REUMATOLOGÍA,GRANADA,1
309,H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,UROLOGÍA,GRANADA,2
310,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ALERGOLOGÍA,SEVILLA,1
311,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ANATOMÍA PATOLÓGICA,SEVILLA,3
312,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ANESTESIOLOGÍA Y REANIMACIÓN,SEVILLA,7
313,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,SEVILLA,1
314,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,APARATO DIGESTIVO,SEVILLA,3
315,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CARDIOLOGÍA,SEVILLA,4
316,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA CARDIOVASCULAR,SEVILLA,1
317,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,SEVILLA,4
318,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA ORAL Y MAXILOFACIAL,SEVILLA,2
319,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,SEVILLA,5
320,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA PEDIÁTRICA,SEVILLA,2
321,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,SEVILLA,2
322,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,CIRUGÍA TORÁCICA,SEVILLA,1
323,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,SEVILLA,2
324,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ENDOCRINOLOGÍA Y NUTRICIÓN,SEVILLA,2
325,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,HEMATOLOGÍA Y HEMOTERAPIA,SEVILLA,3
326,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,MEDICINA FÍSICA Y REHABILITACIÓN,SEVILLA,3
327,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,MEDICINA INTENSIVA,SEVILLA,3
328,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,MEDICINA INTERNA,SEVILLA,4
329,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,MEDICINA NUCLEAR,SEVILLA,1
330,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,NEFROLOGÍA,SEVILLA,2
331,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,NEUMOLOGÍA,SEVILLA,3
332,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,NEUROCIRUGÍA,SEVILLA,2
333,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,NEUROFISIOLOGÍA CLÍNICA,SEVILLA,1
334,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,NEUROLOGÍA,SEVILLA,4
335,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,OFTALMOLOGÍA,SEVILLA,3
336,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ONCOLOGÍA MÉDICA,SEVILLA,3
337,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,ONCOLOGÍA RADIOTERÁPICA,SEVILLA,2
338,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,OTORRINOLARINGOLOGÍA,SEVILLA,2
339,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,RADIODIAGNÓSTICO,SEVILLA,4
340,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,REUMATOLOGÍA,SEVILLA,1
341,H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,UROLOGÍA,SEVILLA,2
342,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,ALERGOLOGÍA,SEVILLA,1
343,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,ANATOMÍA PATOLÓGICA,SEVILLA,1
344,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,ANESTESIOLOGÍA Y REANIMACIÓN,SEVILLA,5
345,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,APARATO DIGESTIVO,SEVILLA,4
346,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CARDIOLOGÍA,SEVILLA,4
347,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CIRUGÍA CARDIOVASCULAR,SEVILLA,1
348,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,SEVILLA,4
349,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CIRUGÍA ORAL Y MAXILOFACIAL,SEVILLA,1
350,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,SEVILLA,2
351,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,SEVILLA,1
352,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,CIRUGÍA TORÁCICA,SEVILLA,1
353,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,SEVILLA,3
354,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,ENDOCRINOLOGÍA Y NUTRICIÓN,SEVILLA,1
355,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,HEMATOLOGÍA Y HEMOTERAPIA,SEVILLA,1
356,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,MEDICINA FÍSICA Y REHABILITACIÓN,SEVILLA,2
357,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,MEDICINA INTENSIVA,SEVILLA,2
358,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,MEDICINA INTERNA,SEVILLA,4
359,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,MEDICINA NUCLEAR,SEVILLA,1
360,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,MICROBIOLOGÍA Y PARASITOLOGÍA,SEVILLA,1
361,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,NEFROLOGÍA,SEVILLA,1
362,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,NEUMOLOGÍA,SEVILLA,1
363,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,NEUROFISIOLOGÍA CLÍNICA,SEVILLA,1
364,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,NEUROLOGÍA,SEVILLA,2
365,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,OFTALMOLOGÍA,SEVILLA,2
366,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,ONCOLOGÍA MÉDICA,SEVILLA,2
367,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,ONCOLOGÍA RADIOTERÁPICA,SEVILLA,1
368,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,OTORRINOLARINGOLOGÍA,SEVILLA,2
369,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,SEVILLA,6
370,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,RADIODIAGNÓSTICO,SEVILLA,3
371,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,REUMATOLOGÍA,SEVILLA,1
372,H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,UROLOGÍA,SEVILLA,1
373,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,GRANADA,4
374,UDM AFYC DISTRITO MÁLAGA. AGS SERRANÍA DE MÁLAGA H. DE LA SERRANÍA,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,6
375,UDM AFYC AGS NORTE DE CÁDIZ,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,JEREZ DE LA FRONTERA,10
376,UDM AFYC ÁREA GESTIÓN SANITARIA CAMPO DE GIBRALTAR,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,ALGECIRAS,19
377,UDM AFYC DE AGS NORTE DE MÁLAGA,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,4
378,UDM AFYC DISTRITO BAHÍA DE CÁDIZ-LA JANDA (H. UNIVERSITARIO PUERTO REAL),ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,CÁDIZ,8
379,UDM AFYC DISTRITO BAHÍA DE CÁDIZ-LA JANDA (H. UNIVERSITARIOPUERTA DEL MAR),ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,CÁDIZ,14
380,UDM AFYC DISTRITO MÁLAGA H. COSTA DEL SOL,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,8
381,UDM AFYC DISTRITO MÁLAGA. H. DE LA AXARQUÍA,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,9
382,UDM AFYC DISTRITO MÁLAGA. H. REGIONAL UNIVERSITARIO DE MÁLAGA,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,20
383,UDM AFYC DISTRITO MÁLAGA. H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,14
384,UDM AFYC DISTRITO VALLE DEL GUADALHORCE,ANDALUCIA,MEDICINA FAMILIAR Y COMUNITARIA,MÁLAGA,3
385,UDM OBSTETRICIA Y GINECOLOGÍA A.G.S. SUR DE GRANADA-H. GENERAL BÁSICO SANTA ANA,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,MOTRIL,1
386,UDM OBSTETRICIA Y GINECOLOGÍA C.H. TORRECÁRDENAS DE ALMERÍA,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,ALMERÍA,3
387,UDM OBSTETRICIA Y GINECOLOGÍA H. DE PONIENTE,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,EL EJIDO,1
388,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO NTRA. SRA DE VALME,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,SEVILLA,3
389,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,GRANADA,4
390,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,SEVILLA,4
391,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO VIRGEN MACARENA,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,SEVILLA,4
392,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO. REINA SOFÍA DE CÓRDOBA,ANDALUCIA,OBSTETRICIA Y GINECOLOGÍA,CÓRDOBA,4
393,UDM PEDIATRÍA DEL C.H. JAÉN,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,JAÉN,3
394,UDM PEDIATRÍA DEL C.H. TORRECÁRDENAS DE ALMERÍA,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,ALMERÍA,5
395,UDM PEDIATRÍA DEL H. JEREZ DE LA FRONTERA,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,JEREZ DE LA FRONTERA,2
396,UDM PEDIATRÍA DEL H. REGIONAL UNIVERSITARIO DE MÁLAGA,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,MÁLAGA,12
397,UDM PEDIATRÍA DEL H. UNIVERSITARIO NTRA. SRA. DE VALME,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,SEVILLA,2
398,UDM PEDIATRÍA DEL H. UNIVERSITARIO PUERTA DEL MAR DE CÁDIZ,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,CÁDIZ,4
399,UDM PEDIATRÍA DEL H. UNIVERSITARIO SAN CECILIO,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,GRANADA,5
400,UDM PEDIATRÍA DEL H. UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,GRANADA,6
401,UDM PEDIATRÍA DEL H. UNIVERSITARIO VIRGEN DEL ROCÍO,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,SEVILLA,14
402,UDM PEDIATRÍA DEL H.UNIVERSITARIO REINA SOFÍA,ANDALUCIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,CÓRDOBA,6
403,UDM SALUD LABORAL ANDALUCÍA H. REGIONAL UNIVERSITARIO. SPRL MÁLAGA,ANDALUCIA,MEDICINA DEL TRABAJO,MÁLAGA,1
404,UDM SALUD LABORAL ANDALUCÍA. C.H. TORRECÁRDENAS. SPRL ALMERÍA,ANDALUCIA,MEDICINA DEL TRABAJO,ALMERÍA,1
405,UDM SALUD LABORAL ANDALUCÍA. H.U. REINA SOFÍA. SPRL CÓRDOBA,ANDALUCIA,MEDICINA DEL TRABAJO,CÓRDOBA,1
406,UDM SALUD LABORAL ANDALUCÍA. H.U. SAN CECILIO. SPRL GRANADA,ANDALUCIA,MEDICINA DEL TRABAJO,GRANADA,1
407,UDM SALUD LABORAL ANDALUCÍA. H.U. VIRGEN DEL ROCÍO. SPRL SEVILLA,ANDALUCIA,MEDICINA DEL TRABAJO,SEVILLA,1
408,UDM SALUD LABORAL ANDALUCÍA. SPRL H. PONIENTE. EL EJIDO-ALMERÍA,ANDALUCIA,MEDICINA DEL TRABAJO,ALMERÍA,1
409,UDM SALUD LABORAL DE ANDALUCÍA. C.H. DE JAÉN. CPRL JAÉN,ANDALUCIA,MEDICINA DEL TRABAJO,JAÉN,1
410,UDM SALUD LABORAL DE ANDALUCÍA. H.U. PUERTA DEL MAR. SPRL CÁDIZ,ANDALUCIA,MEDICINA DEL TRABAJO,CÁDIZ,1
411,UDM SALUD LABORAL DE ANDALUCÍA. SPRL ACERINOX F. CAMPO DE GIBRALTAR (CÁDIZ),ANDALUCIA,MEDICINA DEL TRABAJO,SEVILLA,1
412,UDM SALUD MENTAL A.G.S CAMPO DE GIBRALTAR ( H. PUNTA DE EUROPA),ANDALUCIA,PSIQUIATRÍA,ALGECIRAS,2
413,UDM SALUD MENTAL H. DE JEREZ DE LA FRONTERA,ANDALUCIA,PSIQUIATRÍA,JEREZ DE LA FRONTERA,3
414,UDM SALUD MENTAL H. UNIVERSITARIO VIRGEN DE LA MACARENA,ANDALUCIA,PSIQUIATRÍA,SEVILLA,3
415,UDM SALUD MENTAL C. H. TORRECARDENAS DE ALMERÍA,ANDALUCIA,PSIQUIATRÍA,ALMERÍA,3
416,UDM SALUD MENTAL DEL H. JUAN RAMÓN JIMÉNEZ,ANDALUCIA,PSIQUIATRÍA,HUELVA,2
417,UDM SALUD MENTAL DEL H. UNIVERSITARIO DE PUERTO REAL,ANDALUCIA,PSIQUIATRÍA,PUERTO REAL,2
418,UDM SALUD MENTAL DEL H. UNIVERSITARIO NTRA SRA. DE VALME,ANDALUCIA,PSIQUIATRÍA,SEVILLA,2
419,UDM SALUD MENTAL DEL H. UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCIA,PSIQUIATRÍA,MÁLAGA,3
420,UDM SALUD MENTAL DEL C.H. JAÉN,ANDALUCIA,PSIQUIATRÍA,JAÉN,3
421,UDM SALUD MENTAL DEL H. REGIONAL UNIVERSITARIO DE MÁLAGA,ANDALUCIA,PSIQUIATRÍA,MÁLAGA,3
422,UDM SALUD MENTAL H. DE MOTRIL-AGS SUR GRANADA,ANDALUCIA,PSIQUIATRÍA,MOTRIL,1
